1655	2019	5	792055	79110008	SR-472	I-4/SR-400	15500	C	F	F	W	F	79	Volusia	5	0.0	0.13	9.0	0.0	99.9	4.4	210.6381	LINESTRING(573464.524869 1680207.450279,573496.320641 1680147.555527,573517.036119 1680099.964371,573518.061139 1680045.813089,573517.241123 1679990.841792,573502.369937 1679672.490869,573495.396443 1679528.907467)
1669	2019	5	791017	79190000	SR-421/DUNLAWTON AVE	REED CANAL RD	27000	F	F	F	F	F	79	Volusia	5	2.521	4.576	9.0	0.0	59.0	4.4	3310.7298	LINESTRING(654563.086833 1742673.005127,654536.161584 1742729.260219,654457.023349 1742890.988148,654307.827546 1743196.958179,654223.002973 1743365.088279,654191.533191 1743386.002040,654069.397904 1743645.140438,653337.009637 1745144.996169,653218.651799 1745383.755161,653127.475466 1745560.162714,653056.298777 1745693.902567,653002.147495 1745792.361581,652902.149272 1745962.202288,652829.433373 1746099.222203,652696.822722 1746369.985332,652150.786379 1747482.565132,652087.813207 1747623.688486,652046.278069 1747745.121382,652008.883337 1747869.723437,652023.620095 1747901.233548,651987.730966 1748027.421863,651953.727201 1748142.274469,651925.769371 1748233.702857,651894.410493 1748311.910172,651857.009040 1748402.205997,651810.160603 1748507.611619,651652.152991 1748863.683264,651539.652889 1749114.749213,651072.684205 1750089.489082,650791.973345 1750664.508275,650456.859150 1751376.671730,650006.512587 1752298.896988,649922.759664 1752468.008419)
1673	2019	5	790484	79110000	SEMINOLE CO LINE	SAXON BLVD EB	111000	C	F	F	F	F	79	Volusia	5	0.0	6.346	9.0	0.0	55.3	6.5	10212.7889	LINESTRING(553148.619568 1635547.450432,553209.724179 1635616.580443,554838.520654 1637449.957387,555849.667203 1638598.846407,556216.220934 1639024.679878,556328.831940 1639168.266640,556820.918645 1639770.504304,557142.035441 1640157.272766,560410.762457 1643836.844441,564250.338012 1648180.511193,564497.102239 1648484.911768,564640.894005 1648691.824577,564738.327999 1648844.592826,564848.993148 1649037.054540,564995.749069 1649298.085023,565101.601667 1649524.227872,565202.564418 1649761.988730,565291.586530 1650000.078939,565432.252827 1650439.314961,565698.502508 1651390.260933,566791.193567 1655255.256974,568570.005862 1661572.519991,569077.958526 1663383.581755,569267.820723 1664037.651384)
1687	2019	5	790516	79070002	N/A	SR-44/LYTLE AVE	5100	F	F	F	F	F	79	Volusia	5	0.09	0.142	9.0	0.0	99.9	3.3	83.8812	LINESTRING(675370.950712 1702043.624324,675353.476228 1702030.796456,675258.404820 1701965.158234,675200.765111 1701927.413987,675140.766177 1701892.956525)
1691	2019	5	795190	79210000	QUEEN PALM DR	US-1/SR-5	18000	C	F	F	F	A	79	Volusia	5	2.992	3.972	9.0	0.0	59.0	12.0	1579.1211	LINESTRING(684756.981685 1684248.908065,684761.912702 1684250.816534,686992.103300 1685115.610448,687124.918955 1685172.225138,687275.378389 1685245.246862,687409.424067 1685310.065069,687591.571731 1685407.704067,688302.411062 1685804.487474,688341.583614 1685804.689117,689368.189475 1686376.515626,689406.434469 1686415.489896,689430.040166 1686441.548919)
1730	2019	5	792042	79110007	DEBARY AVE	SR-400	3500	C	F	F	W	F	79	Volusia	5	0.0	0.276	9.0	0.0	99.9	4.4	427.3906	LINESTRING(566139.640698 1650033.339985,566137.983863 1650097.976713,566124.987959 1650604.349839,566119.822532 1650654.283416,566102.827371 1650701.972033,566074.677980 1650743.893655,566038.745162 1650787.613261,565856.977260 1650987.650037,565819.246456 1651033.164268,565789.900649 1651075.089250,565767.141854 1651119.407065,565749.773653 1651163.728240,565739.590671 1651205.051654,565731.803883 1651250.569245,565731.729947 1651307.392299)
1746	2019	5	790523	79100000	N/A	N/A	13700	C	F	F	F	A	79	Volusia	5	23.287	25.501	9.0	0.0	59.0	15.5	3562.4731	LINESTRING(603579.570929 1789757.724548,603617.291230 1789725.609087,603691.391746 1789670.153847,603777.268224 1789610.285980,603859.222742 1789558.759421,603928.903911 1789519.499490,604014.783750 1789477.295568,604113.911547 1789434.113677,604196.844034 1789402.704388,604286.158529 1789374.733115,604376.454354 1789349.705833,604455.952186 1789332.038528,604531.524697 1789316.337245,604617.895201 1789304.067256,608385.746269 1788762.789692,610734.886192 1788426.146369,613043.294187 1788094.409697,613153.710643 1788081.652404,613250.385115 1788073.307737,613351.966238 1788067.910420,613440.299402 1788066.438425,613536.973874 1788067.910420,613642.970983 1788072.817071,613740.136120 1788082.143069,613833.866601 1788093.919032,613930.050407 1788109.133012,614032.122195 1788128.272312,614133.212653 1788149.370912,614217.129831 1788171.948229,614972.213041 1788393.036556,615013.788508 1788404.704975,615029.441902 1788409.478038)
1751	2019	5	794003	79190007	8TH ST	SR-5A/NOVA RD	550	C	F	F	F	A	79	Volusia	5	0.0	0.14	9.0	0.0	59.0	9.8	223.7157	LINESTRING(638855.082373 1780818.185391,638589.141877 1781363.808366,638586.295348 1781374.881939,638581.758376 1781392.525719,638586.473466 1781413.039554,638602.168028 1781431.089981,638648.868593 1781455.340936)
1753	2019	5	791009	79120000	LK ASHBY RD	SR-44	12200	C	F	F	F	A	79	Volusia	5	12.277	17.59	9.5	0.0	59.0	14.2	8549.9726	LINESTRING(623109.652935 1675169.064730,623155.653630 1675244.315451,625962.852968 1679821.821101,628634.054049 1684204.048754,630357.696764 1686778.740039,632551.578143 1690052.487970,632656.909830 1690245.302559,632733.110795 1690421.706752,632789.110472 1690601.394369,632829.519770 1690825.389718,634145.426071 1700338.365588)
1797	2019	5	795121	79080000	SR-430/SEABREEZE BLD	HARVARD AVE	18700	C	F	F	F	A	79	Volusia	5	2.433	4.962	9.0	0.0	59.0	8.8	4067.8011	LINESTRING(652184.194036 1781943.772018,652183.714713 1781943.572896,651928.364267 1782553.026446,651162.922898 1784376.505650,650230.844008 1786584.575989,649781.421644 1787656.134841,649591.419977 1788142.864558,648762.592488 1790207.936262,648544.478399 1790780.475243,648479.549289 1790943.147534,648423.821830 1791063.622625,648417.416298 1791114.191379,648365.052919 1791204.255314,648302.220898 1791299.202376,648207.270476 1791425.568809,648068.338311 1791615.466292,648002.014501 1791722.982447,647955.935669 1791806.062806,647907.763109 1791907.294414,647638.912230 1792526.749047,646917.187527 1794187.391705,646916.157046 1794189.823606)
1802	2019	5	795196	79220001	N BEACH ST	N HALIFAX AVE	11250	F	F	F	F	F	79	Volusia	5	0.0	0.616	9.0	0.0	99.9	4.4	997.9096	LINESTRING(647631.942097 1779362.526489,647682.379783 1779388.326737,647917.318056 1779528.916157,648090.119977 1779638.328598,648186.507107 1779698.244774,648269.000601 1779745.135640,648361.914007 1779795.500230,648474.799751 1779847.601472,648600.710807 1779907.517649,648723.148558 1779948.330233,648821.272340 1779983.064114,648948.920047 1780016.929669,649705.254285 1780210.572256,649845.927303 1780247.911535,649977.048315 1780289.592445,650111.643051 1780332.141681,650221.055491 1780377.295895,650339.151192 1780421.581783,650448.991704 1780476.860586,650644.985534 1780584.346493,650645.939139 1780584.811533)
1804	2019	5	798157	79120001	SR-44	PIONEER TRL	1350	C	F	F	F	F	79	Volusia	5	0.0	2.592	9.5	0.0	59.0	9.5	4163.5929	LINESTRING(640155.277728 1700490.450771,640154.518205 1700520.428393,640141.811323 1701023.235795,640055.353440 1703167.993530,640052.789211 1703501.931474,640007.046451 1705773.045560,640005.816427 1706150.467859,639985.406775 1707180.182386,639950.619962 1709054.660936,639911.148306 1711064.643717,639859.937654 1714080.967218,639846.948471 1714150.228296)
1826	2019	5	792058	79110013	I-4/SR-400	ORANGE CAMP RD	1700	C	F	F	W	F	79	Volusia	5	0.0	0.355	9.0	0.0	99.9	9.5	574.5664	LINESTRING(576651.737621 1690760.353064,576520.689705 1690369.249274,576498.371164 1690310.597988,576472.937235 1690256.097192,576442.314354 1690212.498571,576398.712373 1690166.302114,576346.288501 1690125.815520,576282.444903 1690094.154177,576211.852980 1690073.912560,576138.669941 1690068.202697,576068.078017 1690074.430111,575998.296027 1690097.615719,575936.347875 1690130.436510,575885.890025 1690169.817427,575846.505747 1690213.305144,575809.994885 1690269.096457,575785.686797 1690320.787691,575770.711429 1690370.838894,575764.252125 1690427.450223,575763.942939 1690670.316014,575778.098292 1690713.803731,575794.280158 1690742.447148,575815.560238 1690761.132751,575839.676764 1690777.529704)
1856	2019	5	790516	79070002	SR-44/CANAL ST	N/A	10200	F	F	F	F	F	79	Volusia	5	0.0	0.09	9.0	0.0	59.0	3.3	145.0045	LINESTRING(675736.134529 1702348.327364,675463.012175 1702111.205043,675370.950712 1702043.624324)
1861	2019	5	795188	79260000	SRA1A/DUNLAWTON BLVD	S HALIFAX DR	6000	C	F	F	F	A	79	Volusia	5	0.0	3.202	9.0	0.0	59.0	3.0	5147.4303	LINESTRING(665301.461874 1750914.008128,665291.510782 1750936.262816,665274.055202 1750972.414081,665221.402802 1751098.363785,665165.110742 1751227.546501,665117.623768 1751317.865851,665075.722311 1751391.428651,665029.162896 1751466.849930,664970.501528 1751555.307441,664924.456304 1751636.697358,664888.560453 1751706.153358,664835.484602 1751822.545174,664783.343031 1751945.456787,664743.303413 1752027.397862,664687.434804 1752133.549564,664435.390886 1752582.840861,664335.463237 1752760.206220,664274.005750 1752877.532316,664182.755481 1753064.690813,664128.748710 1753171.773434,664036.564161 1753337.514063,663936.253390 1753503.469777,663804.711448 1753723.939731,663583.098850 1754143.885220,663308.413761 1754652.288221,663251.610871 1754750.989207,663194.811343 1754838.519160,663136.707854 1754919.542758,663055.368348 1755029.535763,663011.924321 1755098.860695,662962.010907 1755186.672948,662935.205804 1755259.694673,662889.913381 1755382.629810,662862.395806 1755454.935701,662817.701590 1755547.116890,662773.004014 1755629.988885,662740.522655 1755688.270491,662421.963367 1756209.158567,662368.887516 1756301.343117,662305.571551 1756437.290962,662204.985201 1756674.843456,662155.656553 1756799.502643,662114.686015 1756899.137909,662067.199042 1756994.111856,662015.054110 1757095.608961,661163.057818 1758726.038746,660974.037482 1759088.253787,660898.616203 1759244.685221,660812.948090 1759437.432596,660698.330734 1759714.036656,660615.331032 1759916.466264,660237.088717 1760820.456256,659286.925793 1763125.752225,658974.456129 1763874.436624,658810.849558 1764266.353709,658769.257287 1764356.938556,657916.217491 1766076.568571)
1863	2019	5	790437	79120000	CR-4162/DOYLE RD	CR-4145/HOWLAND BLVD	19900	F	F	F	F	1	79	Volusia	5	4.746	6.209	9.0	0.0	59.0	10.0	2354.4457	LINESTRING(604301.856872 1641811.575425,604301.261605 1641843.769442,604275.350454 1644700.015128,604251.791806 1647406.117286,604234.860499 1648794.504655,604237.804490 1648947.622420,604243.692471 1649083.076239,604260.627139 1649203.067386,604290.070407 1649310.546573,604326.880374 1649418.761757,604363.656733 1649512.125919,604367.322858 1649519.151505)
1877	2019	5	792054	79110011	I-4/SR-400	SR-472	3700	C	F	F	W	F	79	Volusia	5	0.0	0.105	9.0	0.0	99.9	4.4	169.0068	LINESTRING(573847.384813 1680785.894045,573781.642409 1680675.948090,573645.956699 1680456.879557,573549.547725 1680318.216249)
1889	2019	5	790004	79090000	US-17/SR-15	GLENWOOD RD	3100	C	F	F	F	A	79	Volusia	5	0.0	0.153	9.0	0.0	99.9	4.3	245.8076	LINESTRING(558851.129600 1721865.281978,558840.795386 1722009.426619,558833.731152 1722564.059685,558832.359978 1722671.587181)
1909	2019	5	794003	79190000	6TH ST	N/A	550	C	F	F	F	A	79	Volusia	5	10.139	10.389	9.0	0.0	59.0	9.8	402.7621	LINESTRING(639423.284345 1779625.864527,639418.449949 1779635.860569,639139.674864 1780221.573573,638855.082373 1780818.185391,638854.622794 1780819.137735)
1913	2019	5	790337	79080001	BEACH ST	HALIFAX DR	23000	C	F	F	F	A	79	Volusia	5	0.0	0.77	9.0	0.0	59.0	4.1	1238.642	LINESTRING(649985.622352 1773464.966990,650005.349778 1773474.971853,650055.703446 1773500.509965,650104.860697 1773500.503243,650212.171848 1773561.822940,650307.216370 1773620.689312,650382.025998 1773674.652393,650467.260578 1773742.105404,650537.166915 1773805.878427,650612.591554 1773874.554740,650690.469519 1773955.497682,650762.210809 1774038.893949,650828.437157 1774125.970204,650893.436843 1774221.629738,650952.918226 1774321.580912,651243.573456 1774863.036594,651442.252502 1775243.221405,651605.976698 1775568.219833,651672.203047 1775699.442506,651728.616093 1775794.490389,651776.445860 1775861.943401,651824.275627 1775920.194761,651880.077022 1775986.421109,651932.813440 1776039.157527,651962.179411 1776082.645244,652021.869159 1776127.453724,652108.532046 1776189.808523,652118.741914 1776195.676340,652218.478001 1776252.986698,652579.590726 1776415.309474)
1919	2019	5	798162	79300501	SR-40/GRANADA BLVD	LYNNHURST DR	6700	S	F	F	F	2	79	Volusia	5	0.0	2.48	9.0	0.0	59.0	4.1	3994.1798	LINESTRING(640998.915910 1801360.747732,640897.072651 1801607.716963,640812.355621 1801790.684642,640599.336384 1802186.980745,640528.364699 1802335.490962,640479.136872 1802479.894379,640448.161116 1802602.147291,640389.805574 1802847.473130,640355.448933 1802966.445979,640301.603477 1803110.849396,639912.983259 1803962.254202,639779.771039 1804234.664083,639618.436315 1804517.666954,639525.774543 1804696.312747,639466.881285 1804813.931226,639442.348029 1804879.283787,639427.453318 1804938.855910,639367.007408 1805265.622077,639352.989845 1805326.945134,639321.530145 1805432.831340,639261.121203 1805626.469305,639157.631191 1805922.656280,639102.441447 1806062.821829,638980.309522 1806327.165983,638728.420197 1806872.788958,638642.987333 1807034.426147,638602.883862 1807112.371326,638585.243442 1807182.933003,638551.296809 1807369.184106,638523.399473 1807463.539681,638473.439009 1807598.533082,638334.150608 1807956.832884,638191.666162 1808295.996747,638027.797454 1808677.461993,637859.657272 1809117.642378,637706.005153 1809526.904138,637518.712227 1810025.103993,637186.350462 1810906.126824,637147.910546 1811011.730729,637128.499028 1811067.014573,637018.327905 1811321.726903,636966.011576 1811410.090314,636935.859196 1811475.728536,636917.395401 1811543.830167,636896.269915 1811689.876976,636877.295290 1811761.258669,636779.555470 1812041.865346,636746.428853 1812131.297466,636723.588559 1812190.009245,636675.248803 1812314.268506,636607.150533 1812433.237994,636533.920445 1812543.183949,636410.642513 1812735.178522,636346.439318 1812873.021814,636276.287649 1813040.399113,636190.649782 1813243.880627,636110.573906 1813472.449916)
1928	2019	5	797108	79070009	I-4 ONRMP	I-4 ONRMP	20700	S	F	F	F	2	79	Volusia	5	0.0	0.511	9.0	0.0	59.0	5.9	821.9682	LINESTRING(580697.815977 1702625.180117,580808.679409 1702660.954982,580917.953220 1702692.367632,580999.440598 1702711.698493,581098.753234 1702729.930399,581178.072948 1702742.486049,581271.863922 1702752.867313,581365.658257 1702757.162313,581451.931300 1702758.593980,581614.096122 1702751.791883,582673.905897 1702700.241799,582804.930288 1702698.094299,582909.102526 1702702.392660,582983.606327 1702710.448305,583069.119848 1702722.439354,583372.092117 1702777.518195)
1933	2019	5	797089	79240500	N/A	SR-40	18000	S	F	F	F	2	79	Volusia	5	4.875	5.75	9.0	0.0	59.0	3.6	1407.4319	LINESTRING(622265.835795 1786206.741581,621924.205163 1786570.629001,621357.244977 1787194.197155,621328.722547 1787253.402959,621003.270421 1787605.203129,620686.082307 1787959.584332,620573.467940 1788083.047103,620508.377515 1788154.852247,620455.684786 1788230.794437,620384.911383 1788340.827770,620320.338509 1788454.477239,620272.293656 1788554.179719,620226.833197 1788662.663761,620195.323086 1788756.165713,620164.844716 1788863.100463,620145.728941 1788952.986280,620129.197559 1789056.822446,620115.768122 1789159.623510,620110.085144 1789251.576170,620108.535852 1789366.257379,620117.317414 1789473.709680,620133.801745 1789617.282999,620172.076986 1789857.019961,620175.888042 1789900.880718,620173.498570 1789944.402042,620158.671073 1789987.920005,620139.101601 1790020.777765,620125.783067 1790043.136635)
1935	2019	5	792050	79110030	SAXON BLVD	RAMP 045	6000	C	F	F	W	F	79	Volusia	5	0.0	0.204	9.0	0.0	99.9	4.4	313.7034	LINESTRING(568347.754727 1664029.881819,568383.650577 1664010.191361,568415.856357 1663981.474008,568439.341068 1663945.373154,568454.111433 1663902.705453,568459.034888 1663869.068006,568456.171554 1663727.114554,568464.697701 1663665.636903,568486.236555 1663607.748501,568516.751893 1663555.247333,568565.216836 1663500.050868,568690.417099 1663380.684814,568737.534394 1663332.219871,568770.560189 1663290.768751,568795.043034 1663236.244429,568813.271580 1663168.747729)
1951	2019	5	790497	79110000	N/A	SR-44	80000	S	F	F	F	2	79	Volusia	5	11.615	14.14	9.0	0.0	59.0	9.8	4063.6513	LINESTRING(576830.448528 1690819.291271,577222.771000 1692202.989176,577443.277922 1692979.991002,577540.083461 1693338.882291,578783.035673 1697762.550983,578805.498725 1697830.178751,578883.296033 1698102.104689,578963.348383 1698352.041436,579037.899235 1698554.309730,579116.119993 1698744.970097,579257.891966 1699042.571936,579434.091155 1699369.133098,579584.822808 1699615.161328,579750.489501 1699849.937867,579968.637197 1700131.367920,581052.066112 1701437.683147,581610.268262 1702110.163220,581859.569833 1702409.620176,582126.034600 1702726.892308,582176.011027 1702786.994165)
1967	2019	5	790363	79190000	REED CANAL RD	SR-400/BEVILLE RD	29500	C	F	F	F	A	79	Volusia	5	4.576	6.127	9.0	0.0	59.0	4.7	2498.8267	LINESTRING(649922.759664 1752468.008419,649909.387779 1752495.008443,649391.447055 1753549.814106,649132.648090 1754083.654397,649079.377317 1754206.065262,649035.173767 1754316.760657,648993.238702 1754447.482583,648956.590051 1754566.492400,648846.271056 1754950.343757,648826.624287 1755033.837485,648813.403214 1755112.800962,648801.311344 1755220.475070,648797.910295 1755303.968798,648795.645170 1755479.270675,648789.599234 1756304.021610,648786.954348 1756409.050832,648774.109676 1756503.127467,648755.219069 1756590.398644,648727.641000 1756671.250846,648695.885557 1756746.641878,648550.450399 1757046.791142,648078.568342 1758040.798019,647955.024914 1758308.284446,647667.515318 1758925.998226,647612.355821 1759028.006160,647558.708647 1759108.855001,647315.779002 1759432.257087,647243.617622 1759535.021183,647196.769185 1759621.915960,647163.145181 1759702.388400,647137.832238 1759767.751044,647117.052906 1759845.578597,647100.427424 1759921.517427,647081.251156 1760025.773683,647081.062956 1760026.809625)
1982	2019	5	790516	79070001	SR-44/LYTLE AVE	CR-4118/PIONEER TRL	10200	F	F	F	F	F	79	Volusia	5	0.0	0.15	9.0	0.0	59.0	3.3	244.2718	LINESTRING(675845.784741 1702146.687525,675835.050601 1702171.603903,675791.001644 1702258.071868,675736.134529 1702348.327364,676172.543766 1702717.933469)
